,stallName,region,postalCode,locationName,images,,stallNumber,deliveryAvailable,contact,foodTheyServe,favorites,dietaryRestrictions,priceRange,nameOfHawker,moreAboutThisHawker,openingHours,whatAreTheConcernsThisHawkerIsFacing,recommendedBy,,,,,
,Everyday Tea Stall 《天天茶室》,North-East,560527,"Stall #01-128, Ang Mo Kio Ave 10, Cheng San Food Centre",https://drive.google.com/drive/folders/1lFaXGhK-lc5arRJbs4bYVYzQeFC9Fw_l,,,,Telegram or IG Msg Gayle (their niece) at @gayleljy,,"Kopi C Siew Dai, Teh C Siew Dai, Yuan Yang C Siew Dai",,,,,"Open 5.30am - 1030am Tues - Thu, Sat & Sun until 11.30am. Rest days Mon & Fri. No delivery, only takeaway at stall.",,,,Kopi C Siew Dai,Teh C Siew Dai,Yuan Yang C Siew Dai,"Kopi C Siew Dai, Teh C Siew Dai, Yuan Yang C Siew Dai"
,Hokkien Bak Kut Teh,Central,150163,"Stall #02-36, 163 Bukit Merah Central",https://drive.google.com/drive/folders/10-UWnIh3h-hR1X-UFXIvtSg-nXSD5Um8,,,,Nil,,"Hokkien bak kut teh. Reason   good decent stall, ingredients always taste good fresh make and not stingy, reasonably good portion for the price. Alot of bak ku teh charge $5/6 or higher with pathetic miserable pcs of ingredient and stingy when ask for soup",,,,,"Current covid time: 10am - 3/4pm. Sunday closed. *Non covid hrs: 10am-8pm, sat 10am-4pm, sunday closed",,,,"Hokkien bak kut teh. Reason   good decent stall, ingredients always taste good fresh make and not stingy, reasonably good portion for the price. Alot of bak ku teh charge $5/6 or higher with pathetic miserable pcs of ingredient and stingy when ask for soup",,,"Hokkien bak kut teh. Reason   good decent stall, ingredients always taste good fresh make and not stingy, reasonably good portion for the price. Alot of bak ku teh charge $5/6 or higher with pathetic miserable pcs of ingredient and stingy when ask for soup"
,Lau Pa Sat cooked food,Central,390051,"01-151, 51 Old Airport Rd",https://drive.google.com/drive/folders/1OMcuyX0xr5CUGnDmbgNTH5kk3e-SHTeT,,,,,,,Halal,,,,12-9.30pm,,,,,,,
,Fa Zhan Fishball Noodles,North,787122,930 Upper Thomson Road,https://drive.google.com/drive/folders/1BP2tKZUAHuBb4z_PKxwo231fsq63kMuq,,,,86563243,,"Fishball noodles, Carrot cake, Laksa",,,,,630am to 230pm,,,,Fishball noodles,Carrot cake,Laksa,"Fishball noodles, Carrot cake, Laksa"
,Fa 323 fried kuay teow carrot cake,East,460418,418 Bedok North st 1,https://drive.google.com/drive/folders/15lC88tWvYLn5kwblNVRHXVLNNa0MDtWj,,,,,,"Carrot cake, Char kuay teow",,,,,Unsure but has morning market,,,,Carrot cake,Char kuay teow,,"Carrot cake, Char kuay teow"
,Fried Kuay Teaw Mee,Central,99114,"#01-26, 2 Seah Im Rd, Seah Im Food Centre",https://drive.google.com/drive/folders/1zQZMLSpEWhJv-euww31BYNqyCJFrWT4R,,,,-,,"Fried Kway Teow Mee, Fried Carrot Cake, Fried Hokkien Mee",,,,,-,,,,Fried Kway Teow Mee,Fried Carrot Cake,Fried Hokkien Mee,"Fried Kway Teow Mee, Fried Carrot Cake, Fried Hokkien Mee"
,Zai Fa Fishball Noodle,East,460085,"#01-35, 85 Bedok North Street 4, 85 Fengshan Centre 凤山中心",https://drive.google.com/drive/folders/1RO42UnA1FqndaiG-eeur52JY1Zksa3aV,,,,-,,Fishball Noodles (with pork lard),,,,,-,,,,Fishball Noodles (with pork lard),,,Fishball Noodles (with pork lard)
,Jie Ji Mian Shi (杰纪面食）,North,760343,#01-141，Blk 343 Yishun Ave11,https://drive.google.com/drive/folders/1M1RrjiPx78YkMR9C4thVQJ-nmDCoG8c2,,,,-,,"Lor Mee, Wanton Noodle, Dumpling Noodles",,,,,-,,,,Lor Mee,Wanton Noodle,Dumpling Noodles,"Lor Mee, Wanton Noodle, Dumpling Noodles"
,Soon Huat Satay Bee Hoon,Central,150006,"#01-47, 6 Jalan Bukit Merah, ABC Brickworks Market",https://drive.google.com/drive/folders/1a9d9BPQYKvg5ldPkD1cu2X_vh08mAKpE,,,,-,,Satay,,,,,-,,,,Satay,,,Satay
,Ah Mei Ban Mian,Central,169982,"#01-72, 38A Beo Cres, Beo Crescent Market",https://drive.google.com/drive/folders/1Q_wMybGDIsIvaVldb0HTy3E58kiHAwVK,,,,-,,Ban Mian,,,,,-,,,,Ban Mian,,,Ban Mian
,827 fish soup,East,520827,Blk 827 coffee shop Tampines st 81,https://drive.google.com/drive/folders/1ydDDY5N1hQuaK10NpoTekYM0WXscMV9p,,,,91191847,,"Fish soup w rice, Ban mian or bee Hoon soup, Braised pig trotter",,,,,10am to 8pm,,,,Fish soup w rice,Ban mian or bee Hoon soup,Braised pig trotter,"Fish soup w rice, Ban mian or bee Hoon soup, Braised pig trotter"
,威威菜头粿 WEI WEI Carrot Cake,Central,81006,"#02-52, 6 Tanjong Pagar Plaza",https://drive.google.com/drive/folders/1UZp96ymBp1o99slNLHBeijBlep-FHYKc,,,,-,,"White Carrot Cake, Black Carrot Cake",,,,,6.45am - 2pm,,,,White Carrot Cake,Black Carrot Cake,,"White Carrot Cake, Black Carrot Cake"
,Yong Sheng Cooked Food,Central,210665,Tekka Market 665 Buffalo Road #01-320,https://drive.google.com/drive/folders/1m5un89qR_yovn0YBGdIQGNsAQLim0WQP,,,,,,"Assam Curry Fish, Pork / Chicken Chop, 菜豆蛋 / Achar / Ngoh Hiang",,,,,Wed - Fri  9am - 2pm,,,,Assam Curry Fish,Pork / Chicken Chop,菜豆蛋 / Achar / Ngoh Hiang,"Assam Curry Fish, Pork / Chicken Chop, 菜豆蛋 / Achar / Ngoh Hiang"
,Guan Huat Yong Tau Foo,Central,150163,163 Bukit Merah central #02-31 S(150163),https://drive.google.com/drive/folders/1ufgsD6HvkrLE3oZl9h5wdpiFNvIVt0FS,,,,83229263,,Laksa Yong Tau Foo,,,,,11am to 7pm,,,,Laksa Yong Tau Foo,,,Laksa Yong Tau Foo
,Shi Zhen Yu Tang (时珍鱼汤),Central,310127,"#02-08, Blk 127 Lorong 1 Toa Payoh",https://drive.google.com/drive/folders/1YFmWYkRypagJqs_BWUPxM2hSNWvdrUYX,,,,-,,"Steamed Grouper Fish, Deep Fried Fish Roe, Ngoh Hiang",,,,,"10:30AM–3PM, 4:30–10PM, closed on Tuesdays every fortnight",,,,Steamed Grouper Fish,Deep Fried Fish Roe,Ngoh Hiang,"Steamed Grouper Fish, Deep Fried Fish Roe, Ngoh Hiang"
,Sin Kian Heng Minced Meat Noodle 新建興肉脞面,Central,570022,"#01-05, Blk 22 Sin Ming Road, Gourmet Street Coffeeshop",https://drive.google.com/drive/folders/1-bdenUd5_svBmLBBWHspt4vlGqHEldVl,,,,-,,"Minced Meat Noodle, Minced Meat Noodle w/ Braised Chicken Feet, Minced Meat Noodle w/ Braised Intestines",,,,,8am - 3pm,,,,Minced Meat Noodle,Minced Meat Noodle w/ Braised Chicken Feet,Minced Meat Noodle w/ Braised Intestines,"Minced Meat Noodle, Minced Meat Noodle w/ Braised Chicken Feet, Minced Meat Noodle w/ Braised Intestines"
,Yi Wei Xiang (一味香）,Central,388230,467 Geylang Lorong 25A,https://drive.google.com/drive/folders/1Lu0cj7CZ-hm9TTe95rzgsfu9b90pDzMW,,,,83470420,,"Wonton Noodles, Dumpling Noodles, Curry Noodles",,,,,6am-3pm Close on every Tuesday,,,,Wonton Noodles,Dumpling Noodles,Curry Noodles,"Wonton Noodles, Dumpling Noodles, Curry Noodles"
,Nasi Padang Selera Kampong,West,120442,442 clementi ave 3,https://drive.google.com/drive/folders/1UcWlAfnD9aSzJHRVZOUVFzm_VcjC9Go9,,,,93657604,,"Nasi padang, Ayam penyet set, Bawal penyet set",Halal,,,,10am - 8pm,,,,Nasi padang,Ayam penyet set,Bawal penyet set,"Nasi padang, Ayam penyet set, Bawal penyet set"
,Liang Liang Garden (凉凉园饮水室）,Central,168898,"#02-75, Tiong Bahru Road, 30 Seng Poh Rd",https://drive.google.com/drive/folders/1Humz_s16Ir0Xw6hkSu6cptj86ZjWbDwH,,,,-,,"Chng Teng with Peach Gum, Chendol, Ice Kacang",,,,,Daily 11am-9pm,,,,Chng Teng with Peach Gum,Chendol,Ice Kacang,"Chng Teng with Peach Gum, Chendol, Ice Kacang"
,You Yuan Cook Food (友源熟食),East,500002,"01-38, Changi Village Hawker Centre, 2 Changi Village Rd",https://drive.google.com/drive/folders/1BkJKKtnqa9Hu_1Mg2Q2jjwUo8iKElVTH,,,,-,,"Fish Soup, Fried Sambal Fish Head, Fried Black Bean Sauce Fish",,,,,Tuesdays to Sundays 12pm-9pm,,,,Fish Soup,Fried Sambal Fish Head,Fried Black Bean Sauce Fish,"Fish Soup, Fried Sambal Fish Head, Fried Black Bean Sauce Fish"
,THE JUICEMAN,Central,90011,"B1-79, Telok Blangah Crescent Block 11 Market and Food Centre",https://drive.google.com/drive/folders/1MtEKxUr9RQj4PHlGCcr_zR_7SBap3-yM,,,,-,,"Fruit Juice, Fresh Cut Fruits, Agar Agar",,,,,"Monday to Friday (11am-7pm), Sunday (11am-5pm)",,,,Fruit Juice,Fresh Cut Fruits,Agar Agar,"Fruit Juice, Fresh Cut Fruits, Agar Agar"
,Y.R.A Rasool Fatimah,Central,150006,"#01-10, ABC Market, 6 Jalan Bukit Merah, Singapore 150006",https://drive.google.com/drive/folders/1kVy_OnF95-WD2g-1OMeN7e2uXC6G2HSE,,,,-,,"Prata, Maggie/ Mee Goreng, Tulang Merah",Halal,,,,Daily (except Thursdays) 10am-7pm,,,,Prata,Maggie/ Mee Goreng,Tulang Merah,"Prata, Maggie/ Mee Goreng, Tulang Merah"
,Shun Fa Teochew Satay Beehoon (顺发潮州沙爹米粉）,Central,150006,"#01-47, ABC Market, 6 Jalan Bukit Merah",https://drive.google.com/drive/folders/1zUWP5Y-swELbxCpatGbHr1zbtdYB5m7o,,,,-,,"Satay Beehoon, Cuttlefish Kangkong Beehoon, Cuttlefish Kangkong",,,,,"Tuesday, Wednesday, Friday - Sunday 2pm-8pm",,,,Satay Beehoon,Cuttlefish Kangkong Beehoon,Cuttlefish Kangkong,"Satay Beehoon, Cuttlefish Kangkong Beehoon, Cuttlefish Kangkong"
,ABC Satay Chicken Wing,Central,150006,"#01-107, ABC Market, 6 Jalan Bukit Merah",https://drive.google.com/drive/folders/1Qeje9YWR17Eh2vUGMEfUx8gfgWLvJpU6,,,,-,,"Chicken Wing, Satay",,,,,Thursday-Sunday 4pm-9pm,,,,Chicken Wing,Satay,,"Chicken Wing, Satay"
,Pastry for Life,Central,260007,"#01-78, Empress Road Hawker Center, 7 Empress Rd",https://drive.google.com/drive/folders/1qC9tPAq9B-7h6g7jAsL7HQR1uN-yLLVr,,,,,Baos and glutinous rice and bak zhang,"Baos, Old school Donuts, Bak Zhang",,,,,7am - approx 4pm,,,,Baos,Old school Donuts,Bak Zhang,"Baos, Old school Donuts, Bak Zhang"
,Seng Lee Economic Curry Rice,Central,319061,9 Toa Payoh Industrial Park Canteen,https://drive.google.com/drive/folders/1mf5Upf_mfcCQ1XEs0q90zKMxNxBhMaXh,,,,-,,"Curry Rice, Pork Chop",,,,,7am - 3pm and off on Sundays & Public Holidays,,,,Curry Rice,Pork Chop,,"Curry Rice, Pork Chop"
,Fafa Hainan Chicken Rice (发发海南鸡饭）,North-East,530007,Blk 7 Hougang Ave 3,https://drive.google.com/drive/folders/12FInI_r3OTPtiC8qkWexAjR9Z8t4d8E1,,,,-,,"Hainan Chicken Rice, Prawn Noodles",,,,,8am till 4pm or sold out (Closed on alternative sunday),,,,Hainan Chicken Rice,Prawn Noodles,,"Hainan Chicken Rice, Prawn Noodles"
,Tanjong Rhu Pau,Central,431007,"7 Jalan Batu, #01-113",https://drive.google.com/drive/folders/1ae-tJsij361cWtFpEgfwVwx7ayIq5Fib,,,,6348 3817,,"Char Siu Pau, Siew Mai, Fan Choy",,,,,12pm - 6pm,,,,Char Siu Pau,Siew Mai,Fan Choy,"Char Siu Pau, Siew Mai, Fan Choy"
,Mei Hua Garden Fish Ball Noodle,Central,432004,4A Jalan Batu,https://drive.google.com/drive/folders/1gtmrm3RJnbPOKWRgkoLI-h8iOOLBpmSs,,,,,,Fishball Noodles,,,,,8am to 1pm,,,,Fishball Noodles,,,Fishball Noodles
,Woo Ji Cooked Food,Central,58956,"02-056, Chinatown Hawker Center, 46 Smith St",https://drive.google.com/drive/folders/17byD9CpTGVVT-4U4wS33E9-At_BCBJCd,,,,-,,"Laksa, Prawn Mee",,,,,-,,,,Laksa,Prawn Mee,,"Laksa, Prawn Mee"
,Healthy Vegetarian (健康素食）,Central,69111,"#01-44, Amoy Street Food Centre, 7 Maxwell Rd",https://drive.google.com/drive/folders/13Pws9PNOe501y0PstkrXuYlycOIK71J3,,,,-,,"Tom Yum fried rice, Vegetarian Bak Zhang, Sin Chew Bee Hoon",Vegetarian,,,,-,,,,Tom Yum fried rice,Vegetarian Bak Zhang,Sin Chew Bee Hoon,"Tom Yum fried rice, Vegetarian Bak Zhang, Sin Chew Bee Hoon"
,River Garden Seafood,Central,162004,"Blk 4, bukit ho swee, #01-150 (behind boon tiong road)",https://drive.google.com/drive/folders/1051YBF6aFTCY6wwcTxafkarNu2JtYvGy,,,,-,,"Economic Mixed Rice,  ,  ",,,,,11:00 to 19:45,,,,Economic Mixed Rice, , ,"Economic Mixed Rice,  ,  "
,Tong siew fried rice,Central,,83 Pek Kio Market,https://drive.google.com/drive/folders/1Anf7fcKfNeYshfzdEcjpkIR6vcFXfdLn,,,,92370672,,"Fried rice, Horfun",,,,,,,,,Fried rice,Horfun,,"Fried rice, Horfun"
,Hing Rojak,North,,Bll 418 Yishun Ave 11 Coffeeshop,https://drive.google.com/drive/folders/1BTURpnLzEU7xjUsOSebb3-wBsKQ6_g0I,,,,,,"Rojak, White rojak without prawn paste",Vegetarian,,,,"Monday, Thursday, Friday",,,,Rojak,White rojak without prawn paste,,"Rojak, White rojak without prawn paste"
,Chun Kee Seafood White Bee Hoon,Central,199597,371 Beach Rd City Gate #02-02,https://drive.google.com/drive/folders/1dtBm-S2PVm3wwO0eLd5oS4BkF1xdacBr,,,,6970 8857,,"Prawn roll/ Crispy bean curb, Salted egg sotong, Assam Steamed fish, BBQ sotong , BBQ Stingray and Prawn",,,,,10.30am - 10pm,,,,Prawn roll/ Crispy bean curb,"Salted egg sotong, Assam Steamed fish","BBQ sotong , BBQ Stingray and Prawn","Prawn roll/ Crispy bean curb, Salted egg sotong, Assam Steamed fish, BBQ sotong , BBQ Stingray and Prawn"
,Ding's Hainanese Chicken Rice,Central,99114,"
#01-32 Seah Im Rd, Block 2",https://drive.google.com/drive/folders/1PT2_8Qqs87ZynpsOtAWuE5wp96ItbOCz,,,,86662575,,Chicken Rice,,,,,Off every tuesday,,,,Chicken Rice,,,Chicken Rice
,DP Creations Patisserie,Central,,Blk 79 Circuit Road Hawker Center #01-25,https://drive.google.com/drive/folders/12K53Vfv6jPIa3FOAzB-getm2iWtetOl8,,,,96811338,,"Australian Minced Pie, Australian Chicken Pie",,,,,"12pm - 8pm, off tuesday and wednesday",,,,Australian Minced Pie,Australian Chicken Pie,,"Australian Minced Pie, Australian Chicken Pie"
,Soon Lee Lor Mee Stall,Central,S370079,79 Circuit Road #01-07,https://drive.google.com/drive/folders/17rJFUHQHp_Dj4a2LOk2_849miS2n5NqF,,,,,,Lor Mee,,,,,"12pm - 8pm, off every monday and tuesday",,,,Lor Mee,,,Lor Mee
,Hong Kee Beef Noodle,Central,,7 Maxwell Road #01-42,https://drive.google.com/drive/folders/1aJTiGnUOMa5mdvuWuCUitn0-m0ZdJuUO,,,,,,Beef Noodles,,,,,8.30am - 2pm,,,,Beef Noodles,,,Beef Noodles
,Koung's Wan Tan Mee,East,387506,205 Sims Avenue,https://drive.google.com/drive/folders/1S8guR_D9126mRH5SNqXcoJ3YEgFGEmF4,,,,WhatsApp 94876693,,"Wanton Noodles, Dumplings,  ",,,,,Opens on Tuesday - Sunday,,,,Wanton Noodles,Dumplings, ,"Wanton Noodles, Dumplings,  "
,Bali Nice BBQ,North,760630,"Blk 630, yishun st 61, #01-57",https://drive.google.com/drive/folders/1hKshhqtJ2bsuvWeQVmLnFMOgBYEOVjWC,,,,88879736,,"Satay, BBQ prawns, BBQ Pork belly",,,,,5pm - midnight,,,,Satay,BBQ prawns,BBQ Pork belly,"Satay, BBQ prawns, BBQ Pork belly"
,沈fish ball/ mince meat mushroom noodles,Central,,Sembawang Hills Food Centre,https://drive.google.com/drive/folders/1g61ArJo3gTdqeO41x48PRBKbQQ3ng-gX,,,,8222 7213,,"Fishball noodles, Mince meat noodles",,,,,7am - 2pm off on mondays,,,,Fishball noodles,Mince meat noodles,,"Fishball noodles, Mince meat noodles"
,Jit Sin Mini Market,North-East,530523,Blk 523 Hougang Ave 6,https://drive.google.com/drive/folders/1YE70H_4BC3F1jIkjz5EQ59AVPorJtwOE,,,,-,,"Burger set served with nacho cheese fries, Drumstick set served with normal fries, Oreo Ice Blend/ Milk Tea",,,,,7am -  8pm (Sunday close),,,,Burger set served with nacho cheese fries,Drumstick set served with normal fries,Oreo Ice Blend/ Milk Tea,"Burger set served with nacho cheese fries, Drumstick set served with normal fries, Oreo Ice Blend/ Milk Tea"
,Basil & Mint - Thai Street Eats,Central,,#01-47 Amoy Street Food Centre,https://drive.google.com/drive/folders/1WjbcrKOeJFrMztsBAlw88b20j4VGf-3y,,,,8328 0198,,"Thai Economy Rice, Grilled Pork, Chicken skewers",,,,,11.30am - 2pm,,,,Thai Economy Rice,Grilled Pork,Chicken skewers,"Thai Economy Rice, Grilled Pork, Chicken skewers"
,Fei Zhu Noodle Stall,Central,90011,"#01-133, Telok Blangah Crescent Market and Food Centre, 11 Telok Blangah Cres",https://drive.google.com/drive/folders/1SUuWohFjywTpuWVd-yC1mWjbjCb6ae_-,,,,-,,"Fishball noodle, Laksa, Minipot noodle",,,,,-,,,,Fishball noodle,Laksa,Minipot noodle,"Fishball noodle, Laksa, Minipot noodle"
,CFJ Curry Chicken and Crab,Central,310093,"93 Toa Payoh Lorong 4, #01-35",https://drive.google.com/drive/folders/1tQeZleeX-NnhOIVFVOaUDABTY18OnY0d,,,,82828203,,"Curry chicken, Crab",,,,,"8am - 8pm, off every monday",,,,Curry chicken,Crab,,"Curry chicken, Crab"
,ZhangJi Noodles,West,658066,25 Bukit Batok Crescent #01-01,https://drive.google.com/drive/folders/1kqAQoP6LI5m6VO_wCv8JHdrHF8TrJKuK,,,,96586156,,"Minced Meat Noodles, Sze Chuan Wanton, Zha jiang mian (炸酱面)",,,,,8am - 7pm off Sunday and PH,,,,Minced Meat Noodles,Sze Chuan Wanton,Zha jiang mian (炸酱面),"Minced Meat Noodles, Sze Chuan Wanton, Zha jiang mian (炸酱面)"
,潮州人 Minced Meat Noodles Lor Mee,North-East,550262,Blk 262 Serangoon Central Drive #01-91,https://drive.google.com/drive/folders/1cmP5fBEWE3YXNJ2tWrTKNGBzv4XQ_Gtl,,,,8183 5587,,"Bak Chor Mee, Lor Mee, Laksa (not everyday)",,,,,8am to 7pm,,,,Bak Chor Mee,Lor Mee,Laksa (not everyday),"Bak Chor Mee, Lor Mee, Laksa (not everyday)"
,96 Kwai Luck Cooked Food (96快乐熟食),North-East,561453,"#01-20, Chong Boon Market & Food Centre, Blk 453A Ang Mo Kio Avenue 10",https://drive.google.com/drive/folders/1DfZ22-uP_UNSO_531BsVr2MwljIe0wTy,,,,-,,"Mee Siam (Rich, sweet sour balanced Gravy and springy Bee Hoon),  ,  ",,,,,Operating Hours: 4.30am to 1pm • Closed On Mondays and Tuesdays,,,,"Mee Siam (Rich, sweet sour balanced Gravy and springy Bee Hoon)", , ,"Mee Siam (Rich, sweet sour balanced Gravy and springy Bee Hoon),  ,  "
,Shun Xing (顺兴）,Central,169982,"#01-89, Beo Crescent Market, 38A Beo Cres",https://drive.google.com/drive/folders/1-cA4zKQfhaBB3smXHG1RILNOQuhrM4Ql,,,,-,,"Thai style wanton mee “Moo Daeng” (red pork/Charsiew from Thai recipes), Taiwan braised pork rice, Chicken Feet Noodles",,,,,Closed most Tuesdays,,,,Thai style wanton mee “Moo Daeng” (red pork/Charsiew from Thai recipes),Taiwan braised pork rice,Chicken Feet Noodles,"Thai style wanton mee “Moo Daeng” (red pork/Charsiew from Thai recipes), Taiwan braised pork rice, Chicken Feet Noodles"
,TeoChew Pig's Organ Soup,Central,161001,"#01-11, Blk 1 Jalan Kukoh",https://drive.google.com/drive/folders/15luUiQcYzIo93Q6xWUewhuC1qsbAPJCO,,,,-,,"Pig's Organ Soup, Pig's Organ Noodles,  ",,,,,Monday to Saturday 10am onwards. Off Sun & PH,,,,Pig's Organ Soup,Pig's Organ Noodles, ,"Pig's Organ Soup, Pig's Organ Noodles,  "
,Youtiao,North-East,530682,"Meng Kiat Hock Kee Coffee Shop, 682 Hougang Ave 4",https://drive.google.com/drive/folders/1XC9yWcCF0BFokuePckjnInycRvWGU-yJ,,,,-,,"You Tiao (Fried Dough Sticks), Ham Chim Peng,  ",,,,,-,,,,You Tiao (Fried Dough Sticks),Ham Chim Peng, ,"You Tiao (Fried Dough Sticks), Ham Chim Peng,  "
,Woh Hup Cantonese Zi Char,Central,51531,"531A Upper Cross St, #02-55, Singapore 051531",https://drive.google.com/drive/folders/1Rjkp1-ps7dphgo7yzuQJlVa1R0Xalece,,,,6535 8813,,"Zi char, Squid, Hor Fun",,,,,5-11pm,,,,Zi char,Squid,Hor Fun,"Zi char, Squid, Hor Fun"
,,East,369977,8 burn road,https://drive.google.com/drive/folders/1uIr9-kyMUcAazRziPmELOU_VVTnKCnE3,,,,90276245,,"Signature peppery pig stomach soup with chicken pot, Cantonese stew beef soup pot, Spicy beef entails soup pot",,,,,12pm -8pm,,,,Signature peppery pig stomach soup with chicken pot,Cantonese stew beef soup pot,Spicy beef entails soup pot,"Signature peppery pig stomach soup with chicken pot, Cantonese stew beef soup pot, Spicy beef entails soup pot"
,Golden Shoe Chicken Rice,Central,48418,"#01-48, Market Street Interim Food Centre, 5 Cross St",https://drive.google.com/drive/folders/1fT2RCYDJpMaVhoOry38E4fk2zgm4d9XE,,,,-,,"Roasted Chicken Rice, Steamed Chicken Rice, Char Siew Rice",,,,,-,,,,Roasted Chicken Rice,Steamed Chicken Rice,Char Siew Rice,"Roasted Chicken Rice, Steamed Chicken Rice, Char Siew Rice"
,Long Ji Wanton Noodle,East,460509,509 Bedok North Street 3 (Coffee Shop just behind the 511 Hawker Centre),https://drive.google.com/drive/folders/164VgWDhrpnCHGP-bHr_B9Pxb4BuN2NOs,,,,-,,"Wanton Mee,  ,  ",,,,,Closed Monday,,,,Wanton Mee, , ,"Wanton Mee,  ,  "
,Chang Ji Claypot Delight,North,761795,"CoffeeShop, 795A Yishun Ring Road (Near khatib Mrt)",https://drive.google.com/drive/folders/1pfV_kZBfWf1VsUP2vhBVTZuyp_NGyLsA,,,,-,,"Claypot Curry Chicken, Claypot Sesame Chicken, Claypot Pork",,,,,"Mon - Wed, Fri - Sun 11.30am - 9.30pm, Closed: Thurs",,,,Claypot Curry Chicken,Claypot Sesame Chicken,Claypot Pork,"Claypot Curry Chicken, Claypot Sesame Chicken, Claypot Pork"
,Ping Kee Popiah,Central,574419,"#01-32, Sembawang Hills food centre, 590 Upper Thomson Rd",https://drive.google.com/drive/folders/1EfuwLY5iNWqYF1yCyzaVDjNqzVatxjS9,,,,-,,"Popiah, Kueh Pie Tee,  ",,,,,-,,,,Popiah,Kueh Pie Tee, ,"Popiah, Kueh Pie Tee,  "
,静心素食 Jin Xin Vegetarian,Central,69184,"Stall 43 , Maxwell Food Centre",https://drive.google.com/drive/folders/1XfMcALwRPNrx6TauT7s_LjxchTF9CCOQ,,,,97350936,,"Vegetarian Lor Mee / Kway Chap, Vegetarian Asam Laksa, Vegetarian Bak Kut Teh",Vegetarian,,,,8.30am to 6.30pm,,,,Vegetarian Lor Mee / Kway Chap,Vegetarian Asam Laksa,Vegetarian Bak Kut Teh,"Vegetarian Lor Mee / Kway Chap, Vegetarian Asam Laksa, Vegetarian Bak Kut Teh"
,Ying Ying Japan Korea Cusine,Central,210665,"#01-331 Tekka Centre Tekka Market and Food Centre, 665 #01-201 Buffalo Road",https://drive.google.com/drive/folders/1a0UhcqfrZHGjgjEgGxSZxX9lPq6TGYC_,,,,-,,"Saba fish with rice, Ramen, Fried Pork Chop",,,,,10am - 7pm; closed on Monday,,,,Saba fish with rice,Ramen,Fried Pork Chop,"Saba fish with rice, Ramen, Fried Pork Chop"
,Mei Lock Soursop Juice,Central,390051,"#01-82,  51 Old Airport Rd, Old Airport Road Food Centre & Shopping Mall",https://drive.google.com/drive/folders/1cQURnITFHHAJRnpx0VtH-DFiNjd9WM6V,,,,-,,"Watermelon Juice, Soursop Juice, Starfruit Pear Juice",,,,,"Wed, Fri-Sun 9am-9pm. Mon, Thurs 9am-3pm Closed on every Tuesday. *From 16th May to 13rd June, our stall will be closed at 8pm.",,,,Watermelon Juice,Soursop Juice,Starfruit Pear Juice,"Watermelon Juice, Soursop Juice, Starfruit Pear Juice"
,Huat Kee Kway Chap,North,760171,171 Yishun Ave 7,https://drive.google.com/drive/folders/1Bh-Y3QXOwZpzNuafFOoiptPhPwMcuzRH,,,,-,,"Kway Chap, Pig's Organ Soup,  ",,,,,6:30am-2pm daily (except on wednesday),,,,Kway Chap,Pig's Organ Soup, ,"Kway Chap, Pig's Organ Soup,  "
,Rong Ji Chicken Rice/ Porridge,East,424768,"271 Onan Rd, Dunman Food Centre",https://drive.google.com/drive/folders/1kvl-Z3X5vvcrJRBmjLclu-vsklvxd4Z9,,,,-,,"Pork Porridge, Chicken Rice, Chicken Porridge",,,,,-,,,,Pork Porridge,Chicken Rice,Chicken Porridge,"Pork Porridge, Chicken Rice, Chicken Porridge"
,Ah Huat Cafe,East,424768,"#01-09, 271 Onan Rd, Dunman Food Centre",https://drive.google.com/drive/folders/1pzHV-LsL_p1g3vHK5RmJXidFhPfc64St,,,,-,,"Kopi, Teh, Soft Drinks",,,,,-,,,,Kopi,Teh,Soft Drinks,"Kopi, Teh, Soft Drinks"
,Botak’s noodle (小胖哥美食）,East,534106,"#01-03, 28 Tai Seng St",https://drive.google.com/drive/folders/1biKKI-SGF77PI6pX3QK1dhNKHB8vITWl,,,,-,,"Wanton Noodles,  ,  ",,,,,6:30am–4pm,,,,Wanton Noodles, , ,"Wanton Noodles,  ,  "
,Teochew Braised Duck Rice and Noodle,West,627997,"De Tian Coffee House, Lokyang Canteen, 2 Third Lok Yang Rd",https://drive.google.com/drive/folders/196Sbq2D7XAuM8JwTcpfm37IAJat5tbOK,,,,-,,"Teochew Braised Duck Rice and Noodle, Braised Duck Set, Braised Duck with rice",,,,,-,,,,Teochew Braised Duck Rice and Noodle,Braised Duck Set,Braised Duck with rice,"Teochew Braised Duck Rice and Noodle, Braised Duck Set, Braised Duck with rice"
,Hoe Kee Noodle House,West,627997,"De Tian Coffee House, Lokyang Canteen, 2 Third Lok Yang Rd",https://drive.google.com/drive/folders/1DEvNPcZbwZVwzOR3T7BiNnI014nM8zp2,,,,-,,"Wanton Noodle with homemade sauce,  ,  ",,,,,,,,,Wanton Noodle with homemade sauce, , ,"Wanton Noodle with homemade sauce,  ,  "
,Zai Fa Fishball Noodle,East,460085,85 Bedok North Street 4 #01-35,https://drive.google.com/drive/folders/1_OBRf_AXNtPBfD6QnoyXTniWKqcLquUL,,,,,,Zai Fa Fishball Noodle,,,,,7am to 2pm,,,,Zai Fa Fishball Noodle,,,Zai Fa Fishball Noodle
